person_id,display_name,academic_year,start_date,end_date,role_group,position,source,confidence,current_active
ww9c,Weiqiang Wang,2025-2026,2025-08-01,2026-07-31,faculty,Gordon Whyburn Professor of Mathematics,git-history,commit-date,true
yqd3p,Yen Do,2025-2026,2025-08-01,2026-07-31,faculty,Associate Professor,git-history,commit-date,true
yq2dw,You Qi,2025-2026,2025-08-26,2026-07-31,faculty,Associate Professor,git-history,commit-date,true
tmpidsingh,Ajit Singh,2025-2026,2025-08-01,2025-08-25,postdoc,Nehru-Fulbright Postdoctoral Fellow,git-history,commit-date,false
pej7rg,Ben Spitz,2025-2026,2025-08-01,2025-08-25,postdoc,Whyburn Research Associate and Lecturer,git-history,commit-date,false
szq3yx,Beth Branman,2025-2026,2025-08-01,2025-08-25,postdoc,RTG Research Associate and Lecturer,git-history,commit-date,false
pfy7cf,Brandon Shapiro,2025-2026,2025-08-01,2026-07-31,postdoc,Whyburn Research Associate and Lecturer,git-history,commit-date,true
cgh6uv,Jacob Campbell,2025-2026,2025-08-01,2026-07-31,postdoc,Whyburn Research Associate and Lecturer,git-history,commit-date,true
wbt4qn,Kang Lu,2025-2026,2025-08-01,2026-01-26,postdoc,Mary Ann Pitts Research Associate and Lecturer,git-history,commit-date,false
dfh3fs,Oliver Wang,2025-2026,2025-08-01,2026-07-31,postdoc,RTG Research Associate and Lecturer,git-history,commit-date,true
kym4jc,Pavel Coupek,2025-2026,2025-08-25,2026-07-31,postdoc,Whyburn Research Associate and Lecturer,git-history,commit-date,true
gdj6dy,Pranava Chaitanya Jayanti,2025-2026,2025-08-25,2026-07-31,postdoc,Pitts Research Associate and Lecturer,git-history,commit-date,true
rs2sf,Ryan Stees,2025-2026,2025-08-01,2026-07-31,postdoc,Whyburn Research Associate and Lecturer,git-history,commit-date,true
bug4bt,Sarah Blackwell,2025-2026,2025-08-01,2026-07-31,postdoc,NSF Postdoctoral Research Fellow,git-history,commit-date,true
ukg7ef,Aaratrick Basu,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
asm4pr,Adam Thomas Friedman-Brown,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
ad7ag,Alejandro De Las Penas Castano,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
zsz8yz,Amelia Buckland,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
vkn5ht,Andrew Scott Taylor,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
aw5dk,Aoran Wu,2025-2026,2025-08-01,2026-02-10,grad,Graduate Student,git-history,commit-date,true
ftq4mr,Astrid Lilly,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
ufh5yp,Avinash Iyer,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
hcg4dz,Ben Alexander Hilbert,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
vba4jq,Biying Wang,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
taq4re,Brandon Sisler,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
gsm6dn,Connor MacMahon,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
qzr2cy,Darien Jade Farnham,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
kxk2dr,David Chasteen-Boyd,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
thp5uc,Eleftherios Chatzitheodoridis,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
djd3xs,Erica (Lanwen) Zhang,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
xvt8sy,Fausto Navarro Cepeda,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
hmy3tf,Felipe Flores Llarena,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
avm5ax,Gabriel Adriano Collins Diraviam,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
mmw2va,Holden Eriksson,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
eme4uf,Jing Wang,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
rsx5wp,Jun Hyun Park,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
vhe4ht,Kevin Joseph Gomez,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
ymw4jf,Khoa Dang Nguyen Dinh,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
ka7mx,Kian Cheong Aik,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
qsg2kv,Lam Ngoc Nguyen,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
tdy3af,Liam Michael Staker,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
lml2tb,Louisa Liles,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
zuy3cu,Mason Hart,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
mux9mj,Matthew Hudson,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
mm8fb,Matthew McCarthy,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
zha5sb,Maximiliano Sanchez Garza,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
muf5cz,Michael Wills,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
mit8vu,Miika Tuominen,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
mst2ae,Mikhail Tikhonov,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
des5sf,Mícheál Ó Cobhthaigh,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
nas3ek,Nick Sweeney,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
ntr2qp,Oscar Arévalo,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
eyu4dh,Pedro Brunialti Lima de Andrade,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
xgr6vm,Raul Arturo Hernandez-Gonzalez,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
yhp9jm,Roan Luikart,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
nbc3hn,Ruiqi Zou,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
czh2zu,Samir Lassaad Fridhi,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
cdn6nr,Shaoyi Zhang,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
sy8vb,Shengkuan Yan,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
jrj8aa,Shoya Shimazaki,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
guc8ns,Suchakree Chueluecha,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
yyk2hk,Suren Kyurumyan,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
gvs3ka,Thomas Jaklitsch,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
xhs2hf,Tommaso Punis,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
frj5jd,Vadim Leshkov,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
vz6an,Valentina Zapata Castro,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
ejp2sa,Wing Chun Yu,2025-2026,2025-08-27,2026-07-31,grad,Graduate Student,git-history,commit-date,true
wt4fw,Wojciech Tralle,2025-2026,2025-08-01,2025-08-27,grad,Graduate Student,git-history,commit-date,false
yl8by,Yangxiao Luo,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
smb2tp,Yizhen Li,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
jrd6an,Ziming Chen,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
dkm7mj,Zivile Puospekaite,2025-2026,2025-08-01,2026-07-31,grad,Graduate Student,git-history,commit-date,true
aw5dk,Aoran Wu,2025-2026,2026-02-10,2026-07-31,agfm_other,Lecturer,git-history,commit-date,true
axh7cj,Bakhyt Aitzhanova,2025-2026,2025-08-01,2026-07-31,agfm_other,"Assistant Professor, General Faculty",git-history,commit-date,true
nbm2vp,Brianna Kurtz,2025-2026,2025-08-01,2026-07-31,agfm_other,"Assistant Professor, General Faculty",git-history,commit-date,true
qgf6bc,Caelan Wang,2025-2026,2025-08-01,2026-07-31,agfm_other,"Assistant Professor, General Faculty",git-history,commit-date,true
hdj4nd,Daniel James,2025-2026,2025-08-27,2026-07-31,agfm_other,"Associate Professor, General Faculty",git-history,commit-date,true
ed8bg,Evangelos Dimou,2025-2026,2025-08-01,2026-07-31,agfm_other,"Assistant Professor, General Faculty",git-history,commit-date,true
jdb5e,James Bowling,2025-2026,2025-08-25,2026-07-31,agfm_other,Lecturer,git-history,commit-date,true
jjh2b,Jeffrey Holt,2025-2026,2025-08-01,2026-07-31,agfm_other,"Professor, General Faculty",git-history,commit-date,true
jsr2pz,Jim Rolf,2025-2026,2025-08-01,2026-07-31,agfm_other,"Professor, General Faculty",git-history,commit-date,true
rbh3vx,Josh Turner,2025-2026,2025-08-01,2026-07-31,agfm_other,"Assistant Professor, General Faculty",git-history,commit-date,true
kc5kv,Kristina Cernekova,2025-2026,2025-08-01,2026-07-31,agfm_other,General Faculty Lecturer,git-history,commit-date,true
jqg2xb,Susan Mitchell,2025-2026,2025-08-01,2026-07-31,agfm_other,Lecturer,git-history,commit-date,true
wec8v,Wendi Dass,2025-2026,2025-08-01,2026-07-31,agfm_other,Lecturer,git-history,commit-date,true
zmb9b,Zachary Beamer,2025-2026,2025-08-01,2026-07-31,agfm_other,Lecturer,git-history,commit-date,true
bdm3f,Barbara MacCluer,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
cfd5z,Charles Dunkl,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
clh4xd,Craig Huneke,2025-2026,2025-08-01,2026-07-31,emeritus,Marvin Rosenblum Professor Emeritus,git-history,commit-date,true
der,Donald Ramirez,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
hnw,Harold Ward,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
iwh,Ira Herbst,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
il2v,Irena Lasiecka,2025-2026,2025-08-01,2026-07-31,emeritus,Commonwealth Professor Emerita,git-history,commit-date,true
jsh2a,James Howland,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
jlr5m,James Rovnyak,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
khp3k,Karen Parshall,2025-2026,2025-08-01,2026-07-31,emeritus,Commonwealth Professor of Mathematics and History Emerita,git-history,commit-date,true
kmm4m,Kevin McCrimmon,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
let,Lawrence Thomas,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
lls2l,Leonard Scott,2025-2026,2025-08-01,2026-07-31,emeritus,McConnell-Bernard Professor of Mathematics Emeritus,git-history,commit-date,true
ldp,Loren Pitt,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
njk4x,Nicholas Kuhn,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
rt7u,Roberto Triggiani,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
tlk8q,Thomas Kriete,2025-2026,2025-08-01,2026-07-31,emeritus,Professor Emeritus,git-history,commit-date,true
